;locationId;parameterId;stationName;x;y;z;maxValue;minValue;valueCount;firstValueTime
0;B45C1081;Stijghoogte.ongevalideerd;Haa_3017_01;140406.0;401857.0;0.0;8.674;4.805;120002;2010-03-10 15:00:00
